Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Кабельный фасад - Целестин
appliedenergistics2:facade:0, Кабельный фасад - Циркон
appliedenergistics2:facade:0, Кабельный фасад - Кристальная руда
appliedenergistics2:facade:0, Кабельный фасад - Блок гумуса
appliedenergistics2:facade:0, Кабельный фасад - Медная руда
appliedenergistics2:facade:0, Кабельный фасад - Оловянная руда
appliedenergistics2:facade:0, Кабельный фасад - Свинцовая руда
appliedenergistics2:facade:0, Кабельный фасад - Урановая руда
appliedenergistics2:facade:0, Кабельный фасад - Криогенный блок
appliedenergistics2:facade:0, Кабельный фасад - Бронзовый блок
appliedenergistics2:facade:0, Кабельный фасад - Медный блок
appliedenergistics2:facade:0, Кабельный фасад - Свинцовый блок
appliedenergistics2:facade:0, Кабельный фасад - Стальной блок
appliedenergistics2:facade:0, Кабельный фасад - Оловянный блок
appliedenergistics2:facade:0, Кабельный фасад - Урановый блок
appliedenergistics2:facade:0, Кабельный фасад - Укреплённый камень
appliedenergistics2:facade:0, Кабельный фасад - Базовый корпус машины
appliedenergistics2:facade:0, Кабельный фасад - Улучшенный корпус машины
appliedenergistics2:facade:0, Кабельный фасад - Блок торфа
appliedenergistics2:facade:0, Кабельный фасад - Блок необработанного торфа
appliedenergistics2:facade:0, Кабельный фасад - Корпус парового механизма
appliedenergistics2:facade:0, Кабельный фасад - Закалённое стекло
appliedenergistics2:facade:0, Кабельный фасад - Корпус био-механизма
appliedenergistics2:facade:0, Кабельный фасад - Асфальт
appliedenergistics2:facade:0, Кабельный фасад - Листва гевеи
appliedenergistics2:facade:0, Кабельный фасад - Строительная пена
appliedenergistics2:facade:0, Кабельный фасад - Ядерная бомба
appliedenergistics2:facade:0, Кабельный фасад - Драконидовая руда
appliedenergistics2:facade:0, Кабельный фасад - Бариевая руда
appliedenergistics2:facade:0, Кабельный фасад - Кадмиевая руда
appliedenergistics2:facade:0, Кабельный фасад - Лазуритовая руда
appliedenergistics2:facade:0, Кабельный фасад - Литиевая руда
appliedenergistics2:facade:0, Кабельный фасад - Редстоуновая руда
appliedenergistics2:facade:0, Кабельный фасад - Медная руда
appliedenergistics2:facade:0, Кабельный фасад - Железная руда
appliedenergistics2:facade:0, Кабельный фасад - Мышьяковая руда
appliedenergistics2:facade:0, Кабельный фасад - Цинковая руда
appliedenergistics2:facade:0, Кабельный фасад - Орихалковая руда
appliedenergistics2:facade:0, Кабельный фасад - Свинцовая руда
appliedenergistics2:facade:0, Кабельный фасад - Платиновая руда
appliedenergistics2:facade:0, Кабельный фасад - Магниевая руда
appliedenergistics2:facade:0, Кабельный фасад - Магниевая руда
appliedenergistics2:facade:0, Кабельный фасад - Марганцевая руда
appliedenergistics2:facade:0, Кабельный фасад - Михаловая руда
appliedenergistics2:facade:0, Кабельный фасад - Алюминиевая руда
appliedenergistics2:facade:0, Кабельный фасад - Бериллиевая руда
appliedenergistics2:facade:0, Кабельный фасад - Кальцевая руда
appliedenergistics2:facade:0, Кабельный фасад - Вольфрамовая руда
appliedenergistics2:facade:0, Кабельный фасад - Апатититовая руда
appliedenergistics2:facade:0, Кабельный фасад - Алмазная руда
appliedenergistics2:facade:0, Кабельный фасад - Иридиевая руда
appliedenergistics2:facade:0, Кабельный фасад - Литиевая руда
appliedenergistics2:facade:0, Кабельный фасад - Кварцевая руда
appliedenergistics2:facade:0, Кабельный фасад - Изумрудная руда
appliedenergistics2:facade:0, Кабельный фасад - Серная руда
appliedenergistics2:facade:0, Кабельный фасад - Висмутовая руда
appliedenergistics2:facade:0, Кабельный фасад - Золотая руда
appliedenergistics2:facade:0, Кабельный фасад - Серебряная руда
appliedenergistics2:facade:0, Кабельный фасад - Адамантиевая руда
appliedenergistics2:facade:0, Кабельный фасад - Камень Ариэля
appliedenergistics2:facade:0, Кабельный фасад - Астероидный камень
appliedenergistics2:facade:0, Кабельный фасад - Камень Каллисто
appliedenergistics2:facade:0, Кабельный фасад - Камень Цереры
appliedenergistics2:facade:0, Кабельный фасад - Камень Харона
appliedenergistics2:facade:0, Кабельный фасад - Камень Деймоса
appliedenergistics2:facade:0, Кабельный фасад - Камень Диона
appliedenergistics2:facade:0, Кабельный фасад - Камень Энцелада
appliedenergistics2:facade:0, Кабельный фасад - Камень Эрис
appliedenergistics2:facade:0, Кабельный фасад - Камень Европы
